Year,China,Alemania,España,India,Japón,Estados Unidos
1970-01-01,16.0503992929185,,3.13732279396164,2.85855823007255,1.28181378734011,-1.43845053330176
1971-01-01,4.15917620131417,2.94365017654113,3.39592707264329,-0.585705894353623,2.4266523567772,1.99560023463674
1972-01-01,1.29010597099864,3.80247601581306,6.96219306126666,-2.74392003149855,6.90549972226684,4.13809677493917
1973-01-01,5.3272930139383,4.44801719894595,6.604025780909,0.99613555452855,6.52302359659433,4.64215574445912
1974-01-01,0.21800566735925,0.850760324104428,4.4710682684825,-1.07402888750558,-2.52983920007762,-1.44513434368933
1975-01-01,6.81644050627797,-0.496434234538626,-0.539096648865154,6.73378078630007,1.78783564198017,-1.18458141215473
1976-01-01,-3.08132198492802,5.40021211134318,2.21777258293582,-0.558062114432147,2.86677809806082,4.39146286737468
1977-01-01,6.11400167604759,3.58143711174701,1.78565709993485,4.91209573102185,3.38468071473208,3.57714670648173
1978-01-01,9.84615684801975,3.09818162904907,0.490728186630918,3.39887654430441,4.31828011468774,4.42298460692567
1979-01-01,6.16566370932294,4.10433134190953,-0.83652808264543,-7.32199104092811,4.59476830698536,2.03388706463849
1980-01-01,6.49011265514277,1.19869390758107,1.39131541840831,4.3493740925681,2.01041585735973,-1.20929826319077
1981-01-01,3.77490366463344,0.376242532945767,-0.839887351604801,3.62086273029134,3.5038862937472,1.53632028085542
1982-01-01,7.4234102319374,-0.300057816359015,0.640408996416269,1.16259217390204,2.56581541921426,-2.73456973098722
1983-01-01,9.18113704957753,1.83903418369323,1.27551460782563,4.89273298922413,2.91186541309219,3.631979295881
1984-01-01,13.6900198409219,3.17898719416294,1.36289714821483,1.49790794895415,3.73615647916348,6.31216765588185
1985-01-01,11.8965617103967,2.55688360699232,1.95132927102915,2.9142065932041,4.50363061497403,3.25065642338708
1986-01-01,7.34143347128678,2.24053499792906,2.94527940456537,2.46050528763675,2.74561524717127,2.51088596744542
1987-01-01,9.88116379585462,1.24649968578119,5.27376285896987,1.69196209134009,4.14563058840942,2.53862353656405
1988-01-01,9.44617135687768,3.30286372189374,4.87169207195734,7.25916602295547,6.21872855329639,3.23541610899424
1989-01-01,2.62085917492101,3.09617999996819,4.6628151972627,3.67386255865014,4.50717015952465,2.69816667236526
1990-01-01,2.40655857199583,4.35163905422439,3.6757679509781,3.2978540660614,4.49366120419509,0.74148609960973
1991-01-01,7.78209199050757,4.34522005538682,2.2853247769005,-1.0451054689607,3.11749463315445,-1.43420012525736
1992-01-01,12.8332095807123,1.15104633199144,0.436114989696421,3.31686593497029,0.526745036209022,2.09661276602233
1993-01-01,12.5819966439285,-1.62568428424478,-1.54335824397906,2.6274658625137,-0.781376228136594,1.40570856500528
1994-01-01,11.7663891456246,2.03735420973175,1.89690689457345,4.52513381100772,0.801559685125412,2.76088229716902
1995-01-01,9.75495489020201,1.24614187560326,2.30495706842429,5.45294586360325,2.39051955805158,1.46871823407399
1996-01-01,8.77642981052642,0.514437284599765,2.23385341708342,5.47110810211579,2.900141234358,2.57225920399024
1997-01-01,8.12449757701776,1.6433342731292,3.26876678628385,2.07187327654599,0.740905952598837,3.1972120547039
1998-01-01,6.8160645646963,1.99848532107309,3.96196525367681,4.19892115955123,-1.53824407565509,3.27051107297336
1999-01-01,6.73348565843446,1.82142803058096,4.06788626828171,6.85133340791346,-0.515740590055131,3.59798501816873
2000-01-01,7.63859767603294,2.77322125091402,4.7764007853099,1.96595243736218,2.59289108650813,2.92544098347776
2001-01-01,7.55165483155264,1.5105582606794,3.21413456681397,2.94531935910594,0.144511690084897,-0.0399197287893003
2002-01-01,8.40487997514565,-0.365628327264105,1.28997718123523,1.97590798401733,-0.190392013612978,0.756774050858581
2003-01-01,9.35477664390774,-0.755077166602604,1.13629398955948,6.01652056403348,1.31809196241525,1.91648045091225
2004-01-01,9.4615587704991,1.1970553521185,1.35864861113495,6.13260616764802,2.15172332918605,2.89584777850045
2005-01-01,10.7413751264029,0.788917115869921,1.91574639257924,6.20601103218459,1.79433980060388,2.53378411366741
2006-01-01,12.0933046939024,3.9336103307084,2.35777247171723,6.42604471464323,1.30812718300903,1.79648632582968
2007-01-01,13.6358205006408,3.11424588261349,1.70457158797855,6.09362577949739,1.36742232603785,1.04493013677586
2008-01-01,9.09028010153618,1.1520297421751,-0.709644824380291,1.63078058948642,-1.27210994887062,-0.820367898524154
2009-01-01,8.85594767555551,-5.45457716940945,-4.61174792296352,6.37170938858857,-5.68145234031182,-3.45001592321435
2010-01-01,10.1028326227139,4.33960677706354,-0.297178903863639,7.0131745803792,4.07922304843274,1.86029167805893
2011-01-01,8.95381604183163,5.86963573749217,-1.16620390689791,3.81807313030191,0.209251802819637,0.814519357932042
2012-01-01,7.13452377748027,0.230160992711959,-3.02190653735798,4.06082356979447,1.53678665884595,1.53310203539129
2013-01-01,7.05073413381821,0.163870562978019,-1.07974126518728,5.01461186440864,2.15237106564643,1.13869234666606
2014-01-01,6.75076031594273,1.7843418861469,1.69935265928203,6.0861802271277,0.429381122520397,1.54038064866397
2015-01-01,6.42073647723056,0.617105353219898,3.91911726500582,6.72106763067042,1.66846511711745,1.95300411790625
2016-01-01,6.23821544775225,1.40810207548923,2.95081590903861,6.9809897013302,0.805362824616168,0.933375361665711
2017-01-01,6.30186310052261,2.29720604740949,2.73447515505379,5.56833351357233,1.75861180161444,1.59713559028371
2018-01-01,6.25170055569883,0.678212594110718,1.83746046437267,5.30240867857405,0.771168471432333,2.40486787201
